year,country,grouping,imports_total,exports_total,imports_intra,exports_intra,imports_USA,exports_USA,imports_CAN,exports_CAN,imports_MEX,exports_MEX
1993,MEX,44_49,3087838660,1068791831,2596170012,976915044,2551527008,967302580,44643004,9612464,-6,-6
1993,MEX,50_63,3639881143,2554344588,2604617573,2159428107,2584402458,2116263105,20215115,43165002,-14,-14
1993,MEX,64_67,361391341,314192190,152710000,278845193,152007000,269703644,703000,9141549,-4,-4
1993,MEX,68_71,854509654,1160427509,605446895,972374050,602044664,925941000,3402231,46433050,-4,-4
1993,MEX,72_83,5761305553,3049424112,4586260001,2308886089,4492209240,2260646492,94050761,48239597,-12,-12
1993,MEX,84_85,23086217966,19215587976,16954311440,18094949244,16736189440,17223536640,218122000,871412604,-2,-2
1993,MEX,86,59010350,82533586,40361062,76359967,39455062,75236000,906000,1123967,-1,-1
1993,MEX,87,5946685804,7800367157,4773710297,7339169353,4676204346,6189179167,97505951,1149990186,-1,-1
1993,MEX,88_89,1021645376,156266074,559322059,101393000,535938370,100383000,23383689,1010000,-2,-2
1993,MEX,90_97,4070356125,3510872397,3257501981,3332821312,3227898954,3087059464,29603027,245761848,-8,-8
1993,MEX,all,148283896739,118352486993,113130023063,101960072580,110834052479,96216108227,2295970584,5743964353,-2,-2
1993,USA,01_05,10181692866,9439897305,3762532442,2065260881,-5,-5,2915112541,1015368352,847419901,1049892529
1993,USA,06_15,10336488506,22446227890,3380417695,4813166943,-10,-10,1268983735,2815533398,2111433960,1997633545
1993,USA,16_24,13529032645,15437146991,3432373188,3428998862,-9,-9,2663134297,2378481174,769238891,1050517688
1993,USA,25_26,2608372359,2583912444,1074066502,874806616,-2,-2,855580572,714064616,218485930,160742000
1993,USA,2709,42424854386,59177004,9734839001,15051141,-1,-1,5337690511,15049141,4397148490,2000
1993,USA,28_38,25406275204,37505718588,5588466517,9218829221,-11,-11,4535203278,6450386828,1053263239,2768442393
1993,USA,39_40,15067579355,18869369603,5070159846,8919616959,-2,-2,3788910854,4986113023,1281248992,3933503936
1993,USA,41_43,7289361326,2737000937,434054729,536094572,-3,-3,236161737,225306952,197892992,310787620
1993,USA,44_49,22743483120,22216207935,16238578387,7461574280,-6,-6,15271275807,4910047272,967302580,2551527008
1993,USA,50_63,41874971862,13975412968,3403165262,4772661582,-14,-14,1286902157,2188259124,2116263105,2584402458
1993,USA,64_67,16693709872,903241055,406388019,311207894,-4,-4,136684375,159200894,269703644,152007000
1993,USA,68_71,17233153906,15322150098,3552233839,3019816944,-4,-4,2626292839,2417772280,925941000,602044664
1993,USA,72_83,26052796602,20842502491,10479094832,10770934857,-12,-12,8218448340,6278725617,2260646492,4492209240
1993,USA,84_85,158134821589,151341250492,32354842142,48845804081,-2,-2,15131305502,32109614641,17223536640,16736189440
1993,USA,86,1349730065,478093178,526396087,277607506,-1,-1,451160087,238152444,75236000,39455062
1993,USA,87,78810722695,39686220039,40051192858,25819644669,-1,-1,33862013691,21143440323,6189179167,4676204346
1993,USA,88_89,9248960820,30410592255,1668641741,1862843692,-2,-2,1568258741,1326905322,100383000,535938370
1993,USA,90_97,46382797818,34193712882,6244670884,9232398946,-8,-8,3157611420,6004499992,3087059464,3227898954
1993,USA,all,1178183215462,956821903381,330235738377,311384491604,-2,-2,234019630150,200550439125,96216108227,110834052479
1994,CAN,01_05,1818437091,4581535918,1096426108,2988254715,1093296559,2894755715,-5,-5,3129549,93499000
1994,CAN,06_15,4145845764,6937760232,2925367623,2066091378,2791732397,1806507402,-10,-10,133635226,259583976
1994,CAN,16_24,4377046965,3163051315,2715172263,2502523630,2688054318,2460635067,-9,-9,27117945,41888563
1994,CAN,25_26,1255509500,2600053454,855901578,1080138690,850067353,1037501690,-2,-2,5834225,42637000
1994,CAN,2709,3489742256,5448449186,154371107,5443046810,51813038,5443046810,-1,-1,102558069,0
1994,CAN,28_38,9762316609,7213401082,7280841523,5239938645,7245108252,5196093645,-11,-11,35733271,43845000
1994,CAN,39_40,6888045921,5264307965,5773298681,4791117265,5753806502,4738622265,-2,-2,19492179,52495000
1994,CAN,41_43,972795116,484499721,273054373,278434531,269952229,275022531,-3,-3,3102144,3412000
1994,CAN,44_49,6107512394,24392731498,5421939538,17297568320,5410514203,17158334320,-6,-6,11425335,139234000
1994,CAN,50_63,5374005089,2067310085,2494160039,1662148514,2446019256,1622155957,-14,-14,48140783,39992557
1994,CAN,64_67,1183089398,200988746,177321205,185366124,171521530,184727124,-4,-4,5799675,639000
1994,CAN,68_71,3132001482,4342689542,2297263057,2781130892,2245101092,2758132370,-4,-4,52161965,22998522
1994,CAN,72_83,9701270768,12928830038,7462230710,10141372818,7393561470,10021426818,-12,-12,68669240,119946000
1994,CAN,84_85,50103865127,23977019168,38502382845,19291429484,37309273446,18978194492,-2,-2,1193109399,313234992
1994,CAN,86,381739056,1172452175,365843554,813412497,360190599,813029497,-1,-1,5652955,383000
1994,CAN,87,29313773087,40472870545,26239623521,38997390784,24971262520,38889770784,-1,-1,1268361001,107620000
1994,CAN,88_89,1647597839,2838789378,1231271005,1984304401,1229425952,1911575034,-2,-2,1845053,72729367
1994,CAN,90_97,10196569390,4993648827,7274296849,4112249367,6998432634,4054040113,-8,-8,275864215,58209254
1994,CAN,all,313663416234,344562696894,235296466320,275743717348,228682264446,272353328803,-2,-2,6614201874,3390388545
1994,MEX,01_05,1744654537,890194816,1327662938,798192296,1234163938,795062747,93499000,3129549,-5,-5
1994,MEX,06_15,3370413138,2834742412,2721069939,2354400166,2461485963,2220764940,259583976,133635226,-10,-10
1994,MEX,16_24,1869585564,1150123978,1351221677,887672029,1309333114,860554084,41888563,27117945,-9,-9
1994,MEX,25_26,311944956,520752167,191172000,267951410,148535000,262117185,42637000,5834225,-2,-2
1994,MEX,2709,5248000,6779435940,0,5008859509,0,4906301440,0,102558069,-1,-1
1994,MEX,28_38,4900561992,2525656494,3240776750,1136953604,3196931750,1101220333,43845000,35733271,-11,-11
1994,MEX,39_40,5230956455,1692467171,4545419032,1372678051,4492924032,1353185872,52495000,19492179,-2,-2
1994,MEX,41_43,441163560,252772832,317288304,228516678,313876304,225414534,3412000,3102144,-3,-3
1994,MEX,44_49,3708217963,952847731,3123964968,845275160,2984730968,833849825,139234000,11425335,-6,-6
1994,MEX,50_63,4276214382,3190651900,3148171456,2729472863,3108178899,2681332080,39992557,48140783,-14,-14
1994,MEX,64_67,359764291,290413289,131928975,267912044,131289975,262112369,639000,5799675,-4,-4
1994,MEX,68_71,1041434263,1417217737,726283699,1128387447,703285177,1076225482,22998522,52161965,-4,-4
1994,MEX,72_83,6512453068,3261223096,4928168124,2730510411,4808222124,2661841171,119946000,68669240,-12,-12
1994,MEX,84_85,26986079911,24598207234,19369626101,23266286487,19056391109,22073177088,313234992,1193109399,-2,-2
1994,MEX,86,177698972,86130575,81175172,76538821,80792172,70885866,383000,5652955,-1,-1
1994,MEX,87,7073431326,9175489127,5739430678,8521906712,5631810678,7253545711,107620000,1268361001,-1,-1
1994,MEX,88_89,1099216546,150528045,660980565,146501605,588251198,144656552,72729367,1845053,-2,-2
1994,MEX,90_97,4761050239,4588438576,3568728609,4323793165,3510519355,4047928950,58209254,275864215,-8,-8
1994,MEX,all,171441068525,138312690018,127785873790,120468213047,124395485245,113854011173,3390388545,6614201874,-2,-2
1994,USA,01_05,10589751358,10368217065,3689818462,2327460497,-5,-5,2894755715,1093296559,795062747,1234163938
1994,USA,06_15,12396831553,24631646100,4027272342,5253218360,-10,-10,1806507402,2791732397,2220764940,2461485963
1994,USA,16_24,13813428778,17538407119,3321189151,3997387432,-9,-9,2460635067,2688054318,860554084,1309333114
1994,USA,25_26,3111812591,2872586924,1299618875,998602353,-2,-2,1037501690,850067353,262117185,148535000
1994,USA,2709,42200849548,88190981,10349348250,51813038,-1,-1,5443046810,51813038,4906301440,0
1994,USA,28_38,28464355097,43387726334,6297313978,10442040002,-11,-11,5196093645,7245108252,1101220333,3196931750
1994,USA,39_40,17657002673,22030675863,6091808137,10246730534,-2,-2,4738622265,5753806502,1353185872,4492924032
1994,USA,41_43,8312088179,3012376816,500437065,583828533,-3,-3,275022531,269952229,225414534,313876304
1994,USA,44_49,25268951208,24538177931,17992184145,8395245171,-6,-6,17158334320,5410514203,833849825,2984730968
1994,USA,50_63,45387409677,16826556473,4303488037,5554198155,-14,-14,1622155957,2446019256,2681332080,3108178899
1994,USA,64_67,18103902765,979029930,446839493,302811505,-4,-4,184727124,171521530,262112369,131289975
1994,USA,68_71,19518920124,12816125077,3834357852,2948386269,-4,-4,2758132370,2245101092,1076225482,703285177
1994,USA,72_83,32981636889,23280356237,12683267989,12201783594,-12,-12,10021426818,7393561470,2661841171,4808222124
1994,USA,84_85,193378761775,180721108218,41051371580,56365664555,-2,-2,18978194492,37309273446,22073177088,19056391109
1994,USA,86,1755022819,759845985,883915363,440982771,-1,-1,813029497,360190599,70885866,80792172
1994,USA,87,90683490287,46276071830,46143316495,30603073198,-1,-1,38889770784,24971262520,7253545711,5631810678
1994,USA,88_89,9869255485,31887666267,2056231586,1817677150,-2,-2,1911575034,1229425952,144656552,588251198
1994,USA,90_97,52465677935,38876011166,8101969063,10508951989,-8,-8,4054040113,6998432634,4047928950,3510519355
1994,USA,all,1354914184586,1087409422886,386207339976,353077749691,-2,-2,272353328803,228682264446,113854011173,124395485245
1995,CAN,01_05,1858296073,4990145353,1163520142,3090159797,1157125924,3022458472,-5,-5,6394218,67701325
1995,CAN,06_15,4541538736,7909947604,3218255496,2022484015,3059496461,1776356312,-10,-10,158759035,246127703
1995,CAN,16_24,4440200038,3427813847,2752856937,2645052222,2699427326,2622734222,-9,-9,53429611,22318000
1995,CAN,25_26,1473634432,3272061334,989946924,1107231568,970527072,1066701568,-2,-2,19419852,40530000
1995,CAN,2709,4144679446,7118194683,79788351,7092335819,5633437,7092335819,-1,-1,74154914,0
1995,CAN,28_38,11082348597,8684281808,7966046381,6121814399,7888556832,6065988662,-11,-11,77489549,55825737
1995,CAN,39_40,7791622050,6417185014,6470500598,5720631047,6441453696,5668007047,-2,-2,29046902,52624000
1995,CAN,41_43,1001221482,514487301,270455671,291543669,261603488,284371669,-3,-3,8852183,7172000
1995,CAN,44_49,7229603885,30499219357,6467387415,20759200776,6452206966,20647731776,-6,-6,15180449,111469000
1995,CAN,50_63,5988037930,2499665051,2913036257,1999115273,2828339111,1962412216,-14,-14,84697146,36703057
1995,CAN,64_67,1330185179,195230487,193999118,172535090,187336460,172124090,-4,-4,6662658,411000
1995,CAN,68_71,3134364671,3978064663,2303867143,2784176180,2250418304,2776995180,-4,-4,53448839,7181000
1995,CAN,72_83,11785089854,16191679023,8737785381,12230662540,8609531734,12118944540,-12,-12,128253647,111718000
1995,CAN,84_85,57553639417,28369303991,43529431444,22161518841,42062491648,21824447849,-2,-2,1466939796,337070992
1995,CAN,86,593324163,1290058952,578219842,897478028,567101696,896756028,-1,-1,11118146,722000
1995,CAN,87,30482348197,43148644423,27693897658,41211807288,26252961792,41061109760,-1,-1,1440935866,150697528
1995,CAN,88_89,2277649955,3496653766,1577583814,2175374836,1575537405,2159310836,-2,-2,2046409,16064000
1995,CAN,90_97,11086775501,5898618095,7627548708,4830909946,7363001544,4773598877,-8,-8,264547164,57311069
1995,CAN,all,350857628080,396692842431,260223376219,308231483113,252294623918,305105736331,-2,-2,7928752301,3125746782
1995,MEX,01_05,959826981,1401004983,757435657,1208445178,689734332,1202050960,67701325,6394218,-5,-5
1995,MEX,06_15,2916160095,4037366965,2507287069,3262564177,2261159366,3103805142,246127703,158759035,-10,-10
1995,MEX,16_24,1081376399,1639606837,774009772,1183795463,751691772,1130365852,22318000,53429611,-9,-9
1995,MEX,25_26,454082299,901601632,236382080,393265852,195852080,373846000,40530000,19419852,-2,-2
1995,MEX,2709,13478,7517031362,13478,5991856034,13478,5917701120,0,74154914,-1,-1
1995,MEX,28_38,4763905579,3882113462,3209799553,1611990781,3153973816,1534501232,55825737,77489549,-11,-11
1995,MEX,39_40,5596565617,2230595709,5022913152,1657681910,4970289152,1628635008,52624000,29046902,-2,-2
1995,MEX,41_43,410984511,369780543,323055992,306594103,315883992,297741920,7172000,8852183,-3,-3
1995,MEX,44_49,3366599393,1303886784,2992053607,1105761273,2880584607,1090580824,111469000,15180449,-6,-6
1995,MEX,50_63,3934629591,5027304049,3385001156,4092339804,3348298099,4007642658,36703057,84697146,-14,-14
1995,MEX,64_67,183800365,334310815,87139227,301553018,86728227,294890360,411000,6662658,-4,-4
1995,MEX,68_71,751422536,1777825560,593334008,1418425215,586153008,1364976376,7181000,53448839,-4,-4
1995,MEX,72_83,6502619645,5864316952,5268328184,3859292832,5156610184,3731039185,111718000,128253647,-12,-12
1995,MEX,84_85,26571061937,30289128621,20283593616,28310102420,19946522624,26843162624,337070992,1466939796,-2,-2
1995,MEX,86,151254681,83339376,71266400,78251762,70544400,67133616,722000,11118146,-1,-1
1995,MEX,87,5402342220,12821677954,4659192888,11910432698,4508495360,10469496832,150697528,1440935866,-1,-1
1995,MEX,88_89,194602734,506302637,144017392,357423393,127953392,355376984,16064000,2046409,-2,-2
1995,MEX,90_97,3443900318,5286985973,2605848845,4893095374,2548537776,4628548210,57311069,264547164,-8,-8
1995,MEX,all,150619433017,181705356445,119085614382,153364311633,115959867600,145435559332,3125746782,7928752301,-2,-2
1995,USA,01_05,10967065190,11450487785,4224509432,1846860256,-5,-5,3022458472,1157125924,1202050960,689734332
1995,USA,06_15,14221828842,32236499896,4880161454,5320655827,-10,-10,1776356312,3059496461,3103805142,2261159366
1995,USA,16_24,14453459791,18854196422,3753100074,3451119098,-9,-9,2622734222,2699427326,1130365852,751691772
1995,USA,25_26,3547006098,3551937904,1440547568,1166379152,-2,-2,1066701568,970527072,373846000,195852080
1995,USA,2709,48068500247,99633266,13010036939,5646915,-1,-1,7092335819,5633437,5917701120,13478
1995,USA,28_38,33632459662,51425904886,7600489894,11042530648,-11,-11,6065988662,7888556832,1534501232,3153973816
1995,USA,39_40,20872356076,26246149108,7296642055,11411742848,-2,-2,5668007047,6441453696,1628635008,4970289152
1995,USA,41_43,8496453762,3468844186,582113589,577487480,-3,-3,284371669,261603488,297741920,315883992
1995,USA,44_49,30390156256,30126376914,21738312600,9332791573,-6,-6,20647731776,6452206966,1090580824,2880584607
1995,USA,50_63,48722175642,20376549759,5970054874,6176637210,-14,-14,1962412216,2828339111,4007642658,3348298099
1995,USA,64_67,19153895573,1090881421,467014450,274064687,-4,-4,172124090,187336460,294890360,86728227
1995,USA,68_71,20700739657,14053779666,4141971556,2836571312,-4,-4,2776995180,2250418304,1364976376,586153008
1995,USA,72_83,37623127346,30000563556,15849983725,13766141918,-12,-12,12118944540,8609531734,3731039185,5156610184
1995,USA,84_85,229615622379,214792745290,48667610473,62009014272,-2,-2,21824447849,42062491648,26843162624,19946522624
1995,USA,86,2099158478,965496471,963889644,637646096,-1,-1,896756028,567101696,67133616,70544400
1995,USA,87,95035690504,49431601472,51530606592,30761457152,-1,-1,41061109760,26252961792,10469496832,4508495360
1995,USA,88_89,10581803842,27342474768,2514687820,1703490797,-2,-2,2159310836,1575537405,355376984,127953392
1995,USA,90_97,59177720211,42802539718,9402147087,9911539320,-8,-8,4773598877,7363001544,4628548210,2548537776
1995,USA,all,1523042920148,1248900404386,450541295663,368254491518,-2,-2,305105736331,252294623918,145435559332,115959867600
1996,CAN,01_05,1985242035,5639108467,1181195396,3605158529,1175227785,3523824900,-5,-5,5967611,81333629
1996,CAN,06_15,4624593598,8749169920,3288350057,2444613606,3109002721,2113798796,-10,-10,179347336,330814810
1996,CAN,16_24,4872950928,4023093109,3007389147,3126198460,2955476946,3105214862,-9,-9,51912201,20983598
1996,CAN,25_26,1450032164,3189459080,887797225,1254457564,865778446,1200983730,-2,-2,22018779,53473834
1996,CAN,2709,5233359425,8149062840,311779769,8046711775,174991945,8046711775,-1,-1,136787824,0
1996,CAN,28_38,11966361792,8869847390,8662820755,6497370559,8582377822,6410605145,-11,-11,80442933,86765414
1996,CAN,39_40,8294565461,6902863859,7064448516,6174693877,7026508507,6081543277,-2,-2,37940009,93150600
1996,CAN,41_43,1002013328,594003583,302908167,342376156,288996308,336559001,-3,-3,13911859,5817155
1996,CAN,44_49,6957729573,29160903473,6232594768,20808408301,6220435559,20743244740,-6,-6,12159209,65163561
1996,CAN,50_63,6047315555,2986552361,3164554227,2424473770,3050446961,2376278816,-14,-14,114107266,48194954
1996,CAN,64_67,1245870996,217079963,191116314,192562951,179974996,192146296,-4,-4,11141318,416655
1996,CAN,68_71,3500013927,4529418440,2555094267,3328366061,2494616433,3314935454,-4,-4,60477834,13430607
1996,CAN,72_83,11215634362,16257297106,8801866362,12445680267,8695963001,12285669279,-12,-12,105903361,160010988
1996,CAN,84_85,59419299070,32058019040,46041977089,25161159438,44221729212,24644010702,-2,-2,1820247877,517148736
1996,CAN,86,465043862,1127095215,440331972,916600049,435307753,916370405,-1,-1,5024219,229644
1996,CAN,87,31323503377,43379302864,28688724223,42000983202,27205052017,41828559868,-1,-1,1483672206,172423334
1996,CAN,88_89,2652365409,4441713494,1766199643,2987286663,1765779242,2983884166,-2,-2,420401,3402497
1996,CAN,90_97,11316081979,6975189376,7990061201,5609611988,7702298199,5524646206,-8,-8,287763002,84965782
1996,CAN,all,365646655425,424837230189,274370634508,332363141777,265369507109,328707212678,-2,-2,9001127399,3655929099
1996,MEX,01_05,1281223493,1056911033,943683963,755503061,862350334,749535450,81333629,5967611,-5,-5
1996,MEX,06_15,4505822642,3781910481,4006293546,3104889247,3675478736,2925541911,330814810,179347336,-10,-10
1996,MEX,16_24,1304137274,2070993260,901585831,1360333140,880602233,1308420939,20983598,51912201,-9,-9
1996,MEX,25_26,464774027,877195760,254713450,374785287,201239616,352766508,53473834,22018779,-2,-2
1996,MEX,2709,4385897,10310688481,4385897,8615784816,4385897,8478996992,0,136787824,-1,-1
1996,MEX,28_38,5844255019,3667125621,3909714207,1508813795,3822948793,1428370862,86765414,80442933,-11,-11
1996,MEX,39_40,7046192887,2312203593,6374480904,1748314153,6281330304,1710374144,93150600,37940009,-2,-2
1996,MEX,41_43,643030941,407150500,523126951,346120650,517309796,332208791,5817155,13911859,-3,-3
1996,MEX,44_49,3423498095,1432852652,3091388889,1193990109,3026225328,1181830900,65163561,12159209,-6,-6
1996,MEX,50_63,5151101331,6135013942,4456750016,5183392819,4408555062,5069285553,48194954,114107266,-14,-14
1996,MEX,64_67,160104410,424545747,91462943,379727113,91046288,368585795,416655,11141318,-4,-4
1996,MEX,68_71,1074002758,2019033606,821758263,1600933834,808327656,1540456000,13430607,60477834,-4,-4
1996,MEX,72_83,8055273050,5739445938,6490392076,4188128507,6330381088,4082225146,160010988,105903361,-12,-12
1996,MEX,84_85,33328849073,36046896250,26229213248,33246885189,25712064512,31426637312,517148736,1820247877,-2,-2
1996,MEX,86,52743386,150167332,44661175,137391634,44431531,132367415,229644,5024219,-1,-1
1996,MEX,87,6813869720,17039358694,6040001190,15710897063,5867577856,14227224857,172423334,1483672206,-1,-1
1996,MEX,88_89,228318247,255167629,159814686,212110551,156412189,211690150,3402497,420401,-2,-2
1996,MEX,90_97,4018382575,5986518860,3070067281,5633925272,2985101499,5346162270,84965782,287763002,-8,-8
1996,MEX,all,182366880197,210983730446,146110089464,180661781804,142454160365,171660654405,3655929099,9001127399,-2,-2
1996,USA,01_05,10861987701,11303241526,4273360350,2037578119,-5,-5,3523824900,1175227785,749535450,862350334
1996,USA,06_15,14775803511,34899419864,5039340707,6784481457,-10,-10,2113798796,3109002721,2925541911,3675478736
1996,USA,16_24,17288366236,20103891246,4413635801,3836079179,-9,-9,3105214862,2955476946,1308420939,880602233
1996,USA,25_26,3696848306,3122303509,1553750238,1067018062,-2,-2,1200983730,865778446,352766508,201239616
1996,USA,2709,59392110599,472691261,16525708767,179377842,-1,-1,8046711775,174991945,8478996992,4385897
1996,USA,28_38,37363299199,54525126822,7838976007,12405326615,-11,-11,6410605145,8582377822,1428370862,3822948793
1996,USA,39_40,21460079874,28577626340,7791917421,13307838811,-2,-2,6081543277,7026508507,1710374144,6281330304
1996,USA,41_43,8717578618,3652417930,668767792,806306104,-3,-3,336559001,288996308,332208791,517309796
1996,USA,44_49,30319806319,29250097512,21925075640,9246660887,-6,-6,20743244740,6220435559,1181830900,3026225328
1996,USA,50_63,51111579684,21607890463,7445564369,7459002023,-14,-14,2376278816,3050446961,5069285553,4408555062
1996,USA,64_67,19963084082,1222143618,560732091,271021284,-4,-4,192146296,179974996,368585795,91046288
1996,USA,68_71,22482025237,16811577400,4855391454,3302944089,-4,-4,3314935454,2494616433,1540456000,808327656
1996,USA,72_83,38818921172,30749748674,16367894425,15026344089,-12,-12,12285669279,8695963001,4082225146,6330381088
1996,USA,84_85,236696232155,238076970526,56070648014,69933793724,-2,-2,24644010702,44221729212,31426637312,25712064512
1996,USA,86,1924228608,904246102,1048737820,479739284,-1,-1,916370405,435307753,132367415,44431531
1996,USA,87,97383529722,52645587326,56055784725,33072629873,-1,-1,41828559868,27205052017,14227224857,5867577856
1996,USA,88_89,12180818619,34014796059,3195574316,1922191431,-2,-2,2983884166,1765779242,211690150,156412189
1996,USA,90_97,64216375971,47164157147,10870808476,10687399698,-8,-8,5524646206,7702298199,5346162270,2985101499
1996,USA,all,1621254034175,1355163908502,500367867083,407823667474,-2,-2,328707212678,265369507109,171660654405,142454160365
1997,CAN,01_05,2046249205,5882290634,1213533356,3905800174,1209057696,3822548371,-5,-5,4475660,83251803
1997,CAN,06_15,5068289925,9090849037,3585551534,2668013417,3403595330,2325547679,-10,-10,181956204,342465738
1997,CAN,16_24,5362533328,4407509422,3407440794,3512749609,3334361555,3492820403,-9,-9,73079239,19929206
1997,CAN,25_26,1434459279,3327652551,956707912,1192078207,931063988,1146214588,-2,-2,25643924,45863619
1997,CAN,2709,6157721761,8273739618,567273622,8225578142,387067039,8225578142,-1,-1,180206583,0
1997,CAN,28_38,12927947487,9561454717,9691358727,7000800462,9618244412,6910084774,-11,-11,73114315,90715688
1997,CAN,39_40,9305962212,7897415014,8018088730,7112486515,7969872624,7002430875,-2,-2,48216106,110055640
1997,CAN,41_43,1156248824,621652508,350955745,363484846,337440936,357665424,-3,-3,13514809,5819422
1997,CAN,44_49,7747596027,29353687025,6943895622,21614009261,6928195377,21511156721,-6,-6,15700245,102852540
1997,CAN,50_63,7118063585,3499693888,3674099340,2864285193,3529687466,2806319111,-14,-14,144411874,57966082
1997,CAN,64_67,1493560051,247394000,226097012,223455206,206664567,222891712,-4,-4,19432445,563494
1997,CAN,68_71,4023863999,4484424501,2936794041,3556750661,2869180688,3538758673,-4,-4,67613353,17991988
1997,CAN,72_83,13254364459,17244058794,10541619343,13516676455,10363078780,13327580730,-12,-12,178540563,189095725
1997,CAN,84_85,66860927440,34996274475,51831170042,27197837940,49725029950,26620509764,-2,-2,2106140092,577328176
1997,CAN,86,747927311,1111168400,723879691,898695118,722449994,896773987,-1,-1,1429697,1921131
1997,CAN,87,36473698109,46532783563,32925775042,45087011006,31368342307,44805359102,-1,-1,1557432735,281651904
1997,CAN,88_89,4109009626,4639846577,1840990176,3312676144,1839469428,3310221949,-2,-2,1520748,2454195
1997,CAN,90_97,13038575168,7934953514,9132300646,6475117821,8757556361,6386846451,-8,-8,374744285,88271370
1997,CAN,all,414957553161,447680174652,310752136733,358574628736,300473502659,354368590995,-2,-2,10278634074,4206037741
1997,MEX,01_05,1809336323,1242656743,1366556461,874370958,1283304658,869895298,83251803,4475660,-5,-5
1997,MEX,06_15,4008641750,3984293964,3436349251,3287934966,3093883513,3105978762,342465738,181956204,-10,-10
1997,MEX,16_24,1454086376,2404488934,1010270887,1637455991,990341681,1564376752,19929206,73079239,-9,-9
1997,MEX,25_26,650040159,820493758,278465986,337613762,232602367,311969838,45863619,25643924,-2,-2
1997,MEX,2709,253192,10271230149,253192,8572442881,253192,8392236298,0,180206583,-1,-1
1997,MEX,28_38,7157796847,4009450690,4836745178,1775368481,4746029490,1702254166,90715688,73114315,-11,-11
1997,MEX,39_40,8796239111,2757823693,7974980440,2141769642,7864924800,2093553536,110055640,48216106,-2,-2
1997,MEX,41_43,872153596,469519542,691409130,419616924,685589708,406102115,5819422,13514809,-3,-3
1997,MEX,44_49,4000485974,1649681794,3555338203,1353787844,3452485663,1338087599,102852540,15700245,-6,-6
1997,MEX,50_63,6821697475,8194389771,5783006911,7267777006,5725040829,7123365132,57966082,144411874,-14,-14
1997,MEX,64_67,224477872,542462505,126084130,480774690,125520636,461342245,563494,19432445,-4,-4
1997,MEX,68_71,1349014613,2286984684,1029114452,1839537977,1011122464,1771924624,17991988,67613353,-4,-4
1997,MEX,72_83,9828964654,6542875500,7922268584,5096714539,7733172859,4918173976,189095725,178540563,-12,-12
1997,MEX,84_85,40613154569,43534809766,31487566896,39827941820,30910238720,37721801728,577328176,2106140092,-2,-2
1997,MEX,86,101275560,198045723,89560776,175674641,87639645,174244944,1921131,1429697,-1,-1
1997,MEX,87,8961468974,18615597578,7967480644,17068257100,7685828740,15510824365,281651904,1557432735,-1,-1
1997,MEX,88_89,291086084,194698644,251049725,188384193,248595530,186863445,2454195,1520748,-2,-2
1997,MEX,90_97,5190656470,7084571498,3978964920,6643687675,3890693550,6268943390,88271370,374744285,-8,-8
1997,MEX,all,226602945616,242731381685,178990095929,209390966497,174784058188,199112332423,4206037741,10278634074,-2,-2
1997,USA,01_05,12132917821,10851166718,4692443669,2492362354,-5,-5,3822548371,1209057696,869895298,1283304658
1997,USA,06_15,16516578490,31001400380,5431526441,6497478843,-10,-10,2325547679,3403595330,3105978762,3093883513
1997,USA,16_24,18976602753,21140935187,5057197155,4324703236,-9,-9,3492820403,3334361555,1564376752,990341681
1997,USA,25_26,3884676365,3192918664,1458184426,1163666355,-2,-2,1146214588,931063988,311969838,232602367
1997,USA,2709,59387747302,960157519,16617814440,387320231,-1,-1,8225578142,387067039,8392236298,253192
1997,USA,28_38,41297195907,60029757250,8612338940,14364273902,-11,-11,6910084774,9618244412,1702254166,4746029490
1997,USA,39_40,23236903393,32037049852,9095984411,15834797424,-2,-2,7002430875,7969872624,2093553536,7864924800
1997,USA,41_43,9281902194,3756895889,763767539,1023030644,-3,-3,357665424,337440936,406102115,685589708
1997,USA,44_49,31900454533,29297143431,22849244320,10380681040,-6,-6,21511156721,6928195377,1338087599,3452485663
1997,USA,50_63,60174504690,23961029073,9929684243,9254728295,-14,-14,2806319111,3529687466,7123365132,5725040829
1997,USA,64_67,21334167842,1310940940,684233957,332185203,-4,-4,222891712,206664567,461342245,125520636
1997,USA,68_71,25091686381,17212041730,5310683297,3880303152,-4,-4,3538758673,2869180688,1771924624,1011122464
1997,USA,72_83,42712808820,34052605332,18245754706,18096251639,-12,-12,13327580730,10363078780,4918173976,7733172859
1997,USA,84_85,257522763061,262357727998,64342311492,80635268670,-2,-2,26620509764,49725029950,37721801728,30910238720
1997,USA,86,1670040869,1268682019,1071018931,810089639,-1,-1,896773987,722449994,174244944,87639645
1997,USA,87,104749564037,57037646545,60316183467,39054171047,-1,-1,44805359102,31368342307,15510824365,7685828740
1997,USA,88_89,13135232933,40291082826,3497085394,2088064958,-2,-2,3310221949,1839469428,186863445,248595530
1997,USA,90_97,74700479281,50791988991,12655789841,12648249911,-8,-8,6386846451,8757556361,6268943390,3890693550
1997,USA,all,1771299412803,1466868143193,553480923418,475257560847,-2,-2,354368590995,300473502659,199112332423,174784058188
1998,CAN,01_05,2090382886,5808015723,1227992722,4064905919,1223702362,3952825158,-5,-5,4290360,112080761
1998,CAN,06_15,5112170056,8581409836,3581368275,2771561614,3389230717,2364891730,-10,-10,192137558,406669884
1998,CAN,16_24,5642740569,4727145413,3663992004,3849333559,3593753886,3822269519,-9,-9,70238118,27064040
