year,country,grouping,imports_total,exports_total,imports_intra,exports_intra,imports_USA,exports_USA,imports_CAN,exports_CAN,imports_MEX,exports_MEX
1998,CAN,25_26,1481902055,2927723012,856112087,1175712502,827268475,1138565370,-2,-2,28843612,37147132
1998,CAN,2709,4226955331,6000234931,776886096,5911337333,640724096,5911337333,-1,-1,136162000,0
1998,CAN,28_38,13669591810,9325405324,10195012720,6942167765,10120709679,6840472660,-11,-11,74303041,101695105
1998,CAN,39_40,9759112391,8092020212,8470940618,7460822892,8423674486,7331480064,-2,-2,47266132,129342828
1998,CAN,41_43,1105305249,563801815,308337251,322295582,301008726,317532016,-3,-3,7328525,4763566
1998,CAN,44_49,7973523920,28276577311,7048491468,22134299150,7021945377,22047548029,-6,-6,26546091,86751121
1998,CAN,50_63,7656728874,3748047955,3885347020,3230684285,3720199722,3170855798,-14,-14,165147298,59828487
1998,CAN,64_67,1469696458,236089792,250326104,212524726,228445197,212040750,-4,-4,21880907,483976
1998,CAN,68_71,4155004684,4793964815,2964836338,3674199720,2881133226,3655813224,-4,-4,83703112,18386496
1998,CAN,72_83,13786319996,16748439615,10647831806,13478345941,10494444563,13272434901,-12,-12,153387243,205911040
1998,CAN,84_85,69333237427,36645571215,54204728996,29128206096,51826547492,28511045632,-2,-2,2378181504,617160464
1998,CAN,86,1059674957,1605602385,1033880334,1416153652,1022693062,1386171678,-1,-1,11187272,29981974
1998,CAN,87,36398674222,48035818445,32525709506,47039028370,31164840130,46713303442,-1,-1,1360869376,325724928
1998,CAN,88_89,4113890000,5535113943,2157096303,4062175406,2153903410,4057511070,-2,-2,3192893,4664336
1998,CAN,90_97,14184665435,8831770112,9920553005,7343670135,9501965796,7271808586,-8,-8,418587209,71861549
1998,CAN,all,423086662305,450924436864,319595909032,370748744195,309143661481,366134689414,-2,-2,10452247551,4614054781
1998,MEX,01_05,1892184489,1208555389,1521948922,905344059,1409868161,901053699,112080761,4290360,-5,-5
1998,MEX,06_15,4288134729,4340102021,3746073586,3677712847,3339403702,3485575289,406669884,192137558,-10,-10
1998,MEX,16_24,1617235633,2628680157,1156931964,1836994064,1129867924,1766755946,27064040,70238118,-9,-9
1998,MEX,25_26,658531099,747352103,253528858,377725169,216381726,348881557,37147132,28843612,-2,-2
1998,MEX,2709,127098,6462382862,125783,5349395550,125783,5213233550,0,136162000,-1,-1
1998,MEX,28_38,7512770055,4031581871,5032703457,1851063913,4931008352,1776760872,101695105,74303041,-11,-11
1998,MEX,39_40,9462554231,2859238825,8651205100,2293411060,8521862272,2246144928,129342828,47266132,-2,-2
1998,MEX,41_43,1038426652,517717457,779915967,468141329,775152401,460812804,4763566,7328525,-3,-3
1998,MEX,44_49,4290876167,1709153610,3817339577,1405788766,3730588456,1379242675,86751121,26546091,-6,-6
1998,MEX,50_63,7933586696,9489179098,6811072531,8715541917,6751244044,8550394619,59828487,165147298,-14,-14
1998,MEX,64_67,234764193,503895696,122496125,457600118,122012149,435719211,483976,21880907,-4,-4
1998,MEX,68_71,1757694937,2545884063,1404138144,2131825928,1385751648,2048122816,18386496,83703112,-4,-4
1998,MEX,72_83,10959286317,6543929476,8625947401,5335895581,8420036361,5182508338,205911040,153387243,-12,-12
1998,MEX,84_85,47055150075,49599671279,37154807568,45666111360,36537647104,43287929856,617160464,2378181504,-2,-2
1998,MEX,86,269032200,359832029,229902660,330251304,199920686,319064032,29981974,11187272,-1,-1
1998,MEX,87,9674147955,20075234521,8325538560,18971774976,7999813632,17610905600,325724928,1360869376,-1,-1
1998,MEX,88_89,908824004,979376336,775041603,943581087,770377267,940388194,4664336,3192893,-2,-2
1998,MEX,90_97,5828252396,8473065441,4383779581,8009657185,4311918032,7591069976,71861549,418587209,-8,-8
1998,MEX,all,254361351289,260995779753,201642101184,230722669559,197028046403,220270422008,4614054781,10452247551,-2,-2
1998,USA,01_05,12808615779,10079568089,4853878857,2633570523,-5,-5,3952825158,1223702362,901053699,1409868161
1998,USA,06_15,17189852855,27996271944,5850467019,6728634419,-10,-10,2364891730,3389230717,3485575289,3339403702
1998,USA,16_24,19376689381,20200723226,5589025465,4723621810,-9,-9,3822269519,3593753886,1766755946,1129867924
1998,USA,25_26,4257782436,2947172173,1487446927,1043650201,-2,-2,1138565370,827268475,348881557,216381726
1998,USA,2709,42254729100,963524288,11124570883,640849879,-1,-1,5911337333,640724096,5213233550,125783
1998,USA,28_38,44718676852,58969871168,8617233532,15051718031,-11,-11,6840472660,10120709679,1776760872,4931008352
1998,USA,39_40,24796551212,31593031385,9577624992,16945536758,-2,-2,7331480064,8423674486,2246144928,8521862272
1998,USA,41_43,9292665133,3456631986,778344820,1076161127,-3,-3,317532016,301008726,460812804,775152401
1998,USA,44_49,33428939270,26865375663,23426790704,10752533833,-6,-6,22047548029,7021945377,1379242675,3730588456
1998,USA,50_63,66094812111,23706501958,11721250417,10471443766,-14,-14,3170855798,3720199722,8550394619,6751244044
1998,USA,64_67,20730321270,1185690094,647759961,350457346,-4,-4,212040750,228445197,435719211,122012149
1998,USA,68_71,28433255843,17556613693,5703936040,4266884874,-4,-4,3655813224,2881133226,2048122816,1385751648
1998,USA,72_83,45986484156,33746640759,18454943239,18914480924,-12,-12,13272434901,10494444563,5182508338,8420036361
1998,USA,84_85,272865541219,259758351536,71798975488,88364194596,-2,-2,28511045632,51826547492,43287929856,36537647104
1998,USA,86,2617956066,1851859684,1705235710,1222613748,-1,-1,1386171678,1022693062,319064032,199920686
1998,USA,87,111502809569,56246463871,64324209042,39164653762,-1,-1,46713303442,31164840130,17610905600,7999813632
1998,USA,88_89,17428926336,49536547939,4997899264,2924280677,-2,-2,4057511070,2153903410,940388194,770377267
1998,USA,90_97,81825958673,52481332402,14862878562,13813883828,-8,-8,7271808586,9501965796,7591069976,4311918032
1998,USA,all,1853134841935,1460029303268,586405111422,506171707884,-2,-2,366134689414,309143661481,220270422008,197028046403
1999,CAN,01_05,2269862378,6477276606,1369717669,4408002450,1365170013,4247419076,-5,-5,4547656,160583374
1999,CAN,06_15,5011340770,7479954567,3549008835,2629459511,3369634420,2294037244,-10,-10,179374415,335422267
1999,CAN,16_24,5749403236,5040597415,3732335655,4220537407,3659261355,4180824814,-9,-9,73074300,39712593
1999,CAN,25_26,1596682720,2749805721,893869098,1116025453,855754306,1088870203,-2,-2,38114792,27155250
1999,CAN,2709,5282849107,6859417328,484687282,6842624195,284458178,6842624195,-1,-1,200229104,0
1999,CAN,28_38,14683134445,9629561857,11038394929,7191747595,10945772356,7090731817,-11,-11,92622573,101015778
1999,CAN,39_40,10706082508,8949064152,9318813069,8287008242,9258647219,8127071274,-2,-2,60165850,159936968
1999,CAN,41_43,1067705288,538004287,283154186,316422263,278826400,310487760,-3,-3,4327786,5934503
1999,CAN,44_49,8510315082,31567628948,7509797391,24789055462,7478222361,24653563063,-6,-6,31575030,135492399
1999,CAN,50_63,7582771267,4040601795,3778331907,3567327319,3590857045,3487344977,-14,-14,187474862,79982342
1999,CAN,64_67,1520443519,243481097,263658613,214133609,241523198,213505937,-4,-4,22135415,627672
1999,CAN,68_71,4171787433,4870681945,2969964361,3964425782,2876126669,3910133638,-4,-4,93837692,54292144
1999,CAN,72_83,14162716018,16251295770,11164805293,13571534761,10970596182,13278327941,-12,-12,194209111,293206820
1999,CAN,84_85,75464464068,39520999284,58524355905,32100577387,55389892786,31300216939,-2,-2,3134463119,800360448
1999,CAN,86,781862404,1532544681,753551178,1209935508,743357342,1185186436,-1,-1,10193836,24749072
1999,CAN,87,39970585163,58961756956,35602506602,57605053428,33989156527,57032199988,-1,-1,1613350075,572853440
1999,CAN,88_89,4490214414,6121860123,2530355924,4668044077,2529015215,4624525873,-2,-2,1340709,43518204
1999,CAN,90_97,15675984138,9643363757,10971791011,8198598622,10463294976,8113312315,-8,-8,508496035,85286307
1999,CAN,all,455391708487,502844069411,341188397263,419958832782,328132289987,413992643170,-2,-2,13056107276,5966189612
1999,MEX,01_05,1961054363,1337083196,1565601925,988874655,1405018551,984326999,160583374,4547656,-5,-5
1999,MEX,06_15,4209335188,4536954346,3622169947,3768355354,3286747680,3588980939,335422267,179374415,-10,-10
1999,MEX,16_24,1888360332,2830981312,1346131687,2112028850,1306419094,2038954550,39712593,73074300,-9,-9
1999,MEX,25_26,537943868,732965817,226733829,335748245,199578579,297633453,27155250,38114792,-2,-2
1999,MEX,2709,19038411,8606739754,209591,7162915630,209591,6962686526,0,200229104,-1,-1
1999,MEX,28_38,8332816272,4591804375,5672497603,2179897138,5571481825,2087274565,101015778,92622573,-11,-11
1999,MEX,39_40,10935356655,3423751699,9967397064,2790524122,9807460096,2730358272,159936968,60165850,-2,-2
1999,MEX,41_43,1101927920,562872465,838365302,508385981,832430799,504058195,5934503,4327786,-3,-3
1999,MEX,44_49,4835408674,1971082083,4268189076,1663756467,4132696677,1632181437,135492399,31575030,-6,-6
1999,MEX,50_63,8947540930,10994284679,7658609856,10102008562,7578627514,9914533700,79982342,187474862,-14,-14
1999,MEX,64_67,256616272,504883202,136644741,459697513,136017069,437562098,627672,22135415,-4,-4
1999,MEX,68_71,1983549710,2800281445,1615128896,2429371676,1560836752,2335533984,54292144,93837692,-4,-4
1999,MEX,72_83,12255046043,6322715502,9817386600,5309316481,9524179780,5115107370,293206820,194209111,-12,-12
1999,MEX,84_85,55434874365,60489331045,43494222848,56222749839,42693862400,53088286720,800360448,3134463119,-2,-2
1999,MEX,86,465253756,626790606,445466448,625156827,420717376,614962991,24749072,10193836,-1,-1
1999,MEX,87,11217326669,23076350628,9664302272,22307826875,9091448832,20694476800,572853440,1613350075,-1,-1
1999,MEX,88_89,632610461,437240149,547171523,383677907,503653319,382337198,43518204,1340709,-2,-2
1999,MEX,90_97,6299423560,9451520208,4568517408,8908841247,4483231101,8400345212,85286307,508496035,-8,-8
1999,MEX,all,287995449729,304144737225,228391895290,272389422327,222425705678,259333315051,5966189612,13056107276,-2,-2
1999,USA,01_05,13677917992,11284150614,5231746075,2770188564,-5,-5,4247419076,1365170013,984326999,1405018551
1999,USA,06_15,17103773886,27016403270,5883018183,6656382100,-10,-10,2294037244,3369634420,3588980939,3286747680
1999,USA,16_24,21039382560,19749552124,6219779364,4965680449,-9,-9,4180824814,3659261355,2038954550,1306419094
1999,USA,25_26,4092658050,2873983088,1386503656,1055332885,-2,-2,1088870203,855754306,297633453,199578579
1999,USA,2709,58127400503,829682459,13805310721,284667769,-1,-1,6842624195,284458178,6962686526,209591
1999,USA,28_38,51186552492,62315273674,9178006382,16517254181,-11,-11,7090731817,10945772356,2087274565,5571481825
1999,USA,39_40,27148053211,33488875025,10857429546,19066107315,-2,-2,8127071274,9258647219,2730358272,9807460096
1999,USA,41_43,9615682239,3346901509,814545955,1111257199,-3,-3,310487760,278826400,504058195,832430799
1999,USA,44_49,37652103886,26943642532,26285744500,11610919038,-6,-6,24653563063,7478222361,1632181437,4132696677
1999,USA,50_63,70004905794,22049234431,13401878677,11169484559,-14,-14,3487344977,3590857045,9914533700,7578627514
1999,USA,64_67,20994507886,1165734218,651068035,377540267,-4,-4,213505937,241523198,437562098,136017069
1999,USA,68_71,31725667598,17599428067,6245667622,4436963421,-4,-4,3910133638,2876126669,2335533984,1560836752
1999,USA,72_83,45036575701,33505694124,18393435311,20494775962,-12,-12,13278327941,10970596182,5115107370,9524179780
1999,USA,84_85,306833426028,271057966598,84388503659,98083755186,-2,-2,31300216939,55389892786,53088286720,42693862400
1999,USA,86,2714215168,1955912286,1800149427,1164074718,-1,-1,1185186436,743357342,614962991,420717376
1999,USA,87,133963888786,57175261246,77726676788,43080605359,-1,-1,57032199988,33989156527,20694476800,9091448832
1999,USA,88_89,19378895899,48574761733,5006863071,3032668534,-2,-2,4624525873,2529015215,382337198,503653319
1999,USA,90_97,91464523880,54055083375,16513657527,14946526077,-8,-8,8113312315,10463294976,8400345212,4483231101
1999,USA,all,2084291353531,1492741852862,673325958221,550557995665,-2,-2,413992643170,328132289987,259333315051,222425705678
2000,CAN,01_05,2505081683,7206647880,1518885023,4950446445,1515036515,4709012489,-5,-5,3848508,241433956
2000,CAN,06_15,5192858651,8072620396,3735016208,2682149925,3548919581,2310369773,-10,-10,186096627,371780152
2000,CAN,16_24,5930261496,5429281434,3876216775,4598144185,3795125478,4541274270,-9,-9,81091297,56869915
2000,CAN,25_26,1776080737,2975286304,920379972,1123616656,869753509,1092924339,-2,-2,50626463,30692317
2000,CAN,2709,9955876053,13017008090,453814225,13017007890,192556177,13017007890,-1,-1,261258048,0
2000,CAN,28_38,15759907343,10940465094,11914187500,8190590583,11816303085,8039383799,-11,-11,97884415,151206784
2000,CAN,39_40,11725164104,10352799636,10123727704,9571494429,10048075758,9375622945,-2,-2,75651946,195871484
2000,CAN,41_43,1233831199,662634361,306146018,366595743,301747606,354775956,-3,-3,4398412,11819787
2000,CAN,44_49,9296219709,34017088089,8183913882,25788120307,8150105837,25623570709,-6,-6,33808045,164549598
2000,CAN,50_63,8107524660,4415882759,3926838507,3909159582,3704972314,3800469827,-14,-14,221866193,108689755
2000,CAN,64_67,1613242092,259197744,269661617,233764254,257556054,233107509,-4,-4,12105563,656745
2000,CAN,68_71,4550928121,5580697073,3276988988,4682040010,3171088047,4576770329,-4,-4,105900941,105269681
2000,CAN,72_83,16977441149,18289126063,13167334647,15203719200,12919124972,14878936552,-12,-12,248209675,324782648
2000,CAN,84_85,84891472532,49588309061,64948913171,40088172509,61120662963,38959375335,-2,-2,3828250208,1128797174
2000,CAN,86,803054822,1099400366,754918637,847610039,730432229,821459718,-1,-1,24486408,26150321
2000,CAN,87,41216929696,59401338520,36113450046,57835983163,33745884400,56954422006,-1,-1,2367565646,881561157
2000,CAN,88_89,4941068821,8015702483,2530003517,5244034989,2529364344,5191851537,-2,-2,639173,52183452
2000,CAN,90_97,17288233661,11718280070,11868199268,10050705490,11331381954,9933000397,-8,-8,536817314,117705093
2000,CAN,all,508902161064,584372218031,369956000036,492254105456,353399445540,484135400781,-2,-2,16556554496,8118704675
2000,MEX,01_05,2595631828,1510607125,2039502862,1116579804,1798068906,1112731296,241433956,3848508,-5,-5
2000,MEX,06_15,4252048901,4404287629,3688037718,3706663348,3316257566,3520566721,371780152,186096627,-10,-10
2000,MEX,16_24,2302235188,3080461358,1702680524,2347144037,1645810609,2266052740,56869915,81091297,-9,-9
2000,MEX,25_26,624572541,793501127,323603336,380817626,292911019,330191163,30692317,50626463,-2,-2
2000,MEX,2709,7843697,15152661344,581470,12556286999,581470,12295028951,0,261258048,-1,-1
2000,MEX,28_38,9797880137,4928186899,6883107030,2268178665,6731900246,2170294250,151206784,97884415,-11,-11
2000,MEX,39_40,12601168549,4045396163,11405768535,3350667892,11209897051,3275015946,195871484,75651946,-2,-2
2000,MEX,41_43,1273472790,652916173,956390272,601901755,944570485,597503343,11819787,4398412,-3,-3
2000,MEX,44_49,5681181304,1988312644,4928118493,1646011748,4763568895,1612203703,164549598,33808045,-6,-6
2000,MEX,50_63,10291329279,12001094795,8428361516,11123896301,8319671761,10902030108,108689755,221866193,-14,-14
2000,MEX,64_67,352827900,482197348,189962471,445408772,189305726,433303209,656745,12105563,-4,-4
2000,MEX,68_71,2332356922,2925745582,1837290404,2495310399,1732020723,2389409458,105269681,105900941,-4,-4
2000,MEX,72_83,14379455573,7360151159,11465410448,6360663750,11140627800,6112454075,324782648,248209675,-12,-12
2000,MEX,84_85,68915500646,74748349977,53482749428,69120753636,52353952254,65292503428,1128797174,3828250208,-2,-2
2000,MEX,86,403138664,592471578,390864892,582923395,364714571,558436987,26150321,24486408,-1,-1
2000,MEX,87,15858195374,29817896644,13196587261,28581635027,12315026104,26214069381,881561157,2367565646,-1,-1
2000,MEX,88_89,784816726,377569767,460767610,317351544,408584158,316712371,52183452,639173,-2,-2
2000,MEX,90_97,7446706003,10735664754,5482689419,10253888773,5364984326,9717071459,117705093,536817314,-8,-8
2000,MEX,all,353404070680,371861519294,277144895621,333434463336,269026190946,316877908840,8118704675,16556554496,-2,-2
2000,USA,01_05,15571993594,12783383125,5821743785,3313105421,-5,-5,4709012489,1515036515,1112731296,1798068906
2000,USA,06_15,17056589090,26234106796,5830936494,6865177147,-10,-10,2310369773,3548919581,3520566721,3316257566
2000,USA,16_24,21917986459,21001197052,6807327010,5440936087,-9,-9,4541274270,3795125478,2266052740,1645810609
2000,USA,25_26,4215176538,3154291918,1423115502,1162664528,-2,-2,1092924339,869753509,330191163,292911019
2000,USA,2709,100218006840,569771079,25312036841,193137647,-1,-1,13017007890,192556177,12295028951,581470
2000,USA,28_38,61717387769,69650678253,10209678049,18548203331,-11,-11,8039383799,11816303085,2170294250,6731900246
2000,USA,39_40,30763911817,37159792136,12650638891,21257972809,-2,-2,9375622945,10048075758,3275015946,11209897051
2000,USA,41_43,11462993844,3682501891,952279299,1246318091,-3,-3,354775956,301747606,597503343,944570485
2000,USA,44_49,40178224554,29927830291,27235774412,12913674732,-6,-6,25623570709,8150105837,1612203703,4763568895
2000,USA,50_63,79345656893,24163688164,14702499935,12024644075,-14,-14,3800469827,3704972314,10902030108,8319671761
2000,USA,64_67,22370381483,1177057934,666410718,446861780,-4,-4,233107509,257556054,433303209,189305726
2000,USA,68_71,36892887767,19930895338,6966179787,4903108770,-4,-4,4576770329,3171088047,2389409458,1732020723
2000,USA,72_83,51713522048,38144881476,20991390627,24059752772,-12,-12,14878936552,12919124972,6112454075,11140627800
2000,USA,84_85,364116663048,314987274393,104251878763,113474615217,-2,-2,38959375335,61120662963,65292503428,52353952254
2000,USA,86,2429246226,1524216985,1379896705,1095146800,-1,-1,821459718,730432229,558436987,364714571
2000,USA,87,148092951661,60793537705,83168491387,46060910504,-1,-1,56954422006,33745884400,26214069381,12315026104
2000,USA,88_89,22732295393,40651752156,5508563908,2937948502,-2,-2,5191851537,2529364344,316712371,408584158
2000,USA,90_97,104850689446,61694937658,19650071856,16696366280,-8,-8,9933000397,11331381954,9717071459,5364984326
2000,USA,all,2491599892697,1658205203731,801013309621,622425636486,-2,-2,484135400781,353399445540,316877908840,269026190946
2001,CAN,01_05,2599467145,8106312473,1506739343,5718476419,1502661893,5373025926,-5,-5,4077450,345450493
2001,CAN,06_15,5399659198,7843731352,3982128012,2863670004,3789297895,2469877113,-10,-10,192830117,393792891
2001,CAN,16_24,6295627475,5770862548,4140809813,4961135151,4048275252,4901698432,-9,-9,92534561,59436719
2001,CAN,25_26,1661203903,2927752077,860492035,1064364262,824931118,1040852403,-2,-2,35560917,23511859
2001,CAN,2709,8679157177,10426229908,466111098,10391541757,247370587,10391541757,-1,-1,218740511,0
2001,CAN,28_38,16563322304,11100751113,11883970832,8516284712,11771071308,8365963551,-11,-11,112899524,150321161
2001,CAN,39_40,11300066556,10445361565,9684954744,9755905300,9596393274,9546608166,-2,-2,88561470,209297134
2001,CAN,41_43,1220810993,695465914,271224626,357848612,266698418,347875588,-3,-3,4526208,9973024
2001,CAN,44_49,8931099436,31113730542,7824499360,24435298221,7781687579,24255467071,-6,-6,42811781,179831150
2001,CAN,50_63,8033052852,4233371319,3699279721,3744352718,3432056709,3613873317,-14,-14,267223012,130479401
2001,CAN,64_67,1631844983,236750774,273417238,214662294,263390598,213884003,-4,-4,10026640,778291
2001,CAN,68_71,4353976409,4447253109,3064530261,3598902312,2970039832,3456739875,-4,-4,94490429,142162437
2001,CAN,72_83,14171984848,16978587346,11071051956,14013165468,10866254769,13641366324,-12,-12,204797187,371799144
2001,CAN,84_85,71708151712,40517585162,55639913445,32050865120,52210453317,31040686908,-2,-2,3429460128,1010178212
2001,CAN,86,841312517,781586903,774337992,660295777,742310577,618136672,-1,-1,32027415,42159105
2001,CAN,87,37737906731,54063944826,32552724191,52714143356,30198815425,51768203610,-1,-1,2353908766,945939746
2001,CAN,88_89,5863696440,9818889123,3237324714,6788752563,3232974973,6741052670,-2,-2,4349741,47699893
2001,CAN,90_97,16745561728,10504520925,11168162158,8910448591,10578384161,8757789659,-8,-8,589777997,152658932
2001,CAN,all,473147215517,549600319552,343584855529,463756776250,327833238569,455075516361,-2,-2,15751616960,8681259889
2001,MEX,01_05,3223286784,1401458347,2543523156,1008176047,2198072663,1004098597,345450493,4077450,-5,-5
2001,MEX,06_15,4685531019,4137044598,4066426875,3487087559,3672633984,3294257442,393792891,192830117,-10,-10
2001,MEX,16_24,2863951042,3312810240,2174763081,2567549472,2115326362,2475014911,59436719,92534561,-9,-9
2001,MEX,25_26,646668159,715054753,306586491,316642882,283074632,281081965,23511859,35560917,-2,-2
2001,MEX,2709,92940,12153056317,92940,9959500019,92940,9740759508,0,218740511,-1,-1
2001,MEX,28_38,10224175622,4945082091,6648528598,2127614952,6498207437,2014715428,150321161,112899524,-11,-11
2001,MEX,39_40,11977596823,3691791234,10483577044,3027974423,10274279910,2939412953,209297134,88561470,-2,-2
2001,MEX,41_43,1234433483,470368579,773959239,411989034,763986215,407462826,9973024,4526208,-3,-3
2001,MEX,44_49,5379114463,1794544522,4395867650,1429031912,4216036500,1386220131,179831150,42811781,-6,-6
2001,MEX,50_63,9674423548,10858525285,7575849879,10177752042,7445370478,9910529030,130479401,267223012,-14,-14
2001,MEX,64_67,424011619,433936951,171352992,408753876,170574701,398727236,778291,10026640,-4,-4
2001,MEX,68_71,2332546200,2802733395,1649190817,2409591396,1507028380,2315100967,142162437,94490429,-4,-4
2001,MEX,72_83,12749860447,7350092100,9896006904,6386587426,9524207760,6181790239,371799144,204797187,-12,-12
2001,MEX,84_85,65632582027,69959998989,45660093280,63883777342,44649915068,60454317214,1010178212,3429460128,-2,-2
2001,MEX,86,294097845,553253799,284855410,544795404,242696305,512767989,42159105,32027415,-1,-1
2001,MEX,87,15659642921,29921340684,12735617315,28759951817,11789677569,26406043051,945939746,2353908766,-1,-1
2001,MEX,88_89,1244711531,389217941,776154444,371692468,728454551,367342727,47699893,4349741,-2,-2
2001,MEX,90_97,7508151236,11186472489,5218636401,10652296300,5065977469,10062518303,152658932,589777997,-8,-8
2001,MEX,all,339329312010,351745424138,252308906390,313567772812,243627646501,297816155852,8681259889,15751616960,-2,-2
2001,USA,01_05,16145412611,12939578181,6377124523,3700734556,-5,-5,5373025926,1502661893,1004098597,2198072663
2001,USA,06_15,15936011515,26333601621,5764134555,7461931879,-10,-10,2469877113,3789297895,3294257442,3672633984
2001,USA,16_24,22959982860,21327523810,7376713343,6163601614,-9,-9,4901698432,4048275252,2475014911,2115326362
2001,USA,25_26,4004683140,3199782908,1321934368,1108005750,-2,-2,1040852403,824931118,281081965,283074632
2001,USA,2709,81480271655,374436006,20132301265,247463527,-1,-1,10391541757,247370587,9740759508,92940
2001,USA,28_38,65296362428,69835113684,10380678979,18269278745,-11,-11,8365963551,11771071308,2014715428,6498207437
2001,USA,39_40,29539130089,35080370709,12486021119,19870673184,-2,-2,9546608166,9596393274,2939412953,10274279910
2001,USA,41_43,11160713331,3753594044,755338414,1030684633,-3,-3,347875588,266698418,407462826,763986215
2001,USA,44_49,38337007244,26598023475,25641687202,11997724079,-6,-6,24255467071,7781687579,1386220131,4216036500
2001,USA,50_63,77828245407,22352442004,13524402347,10877427187,-14,-14,3613873317,3432056709,9910529030,7445370478
2001,USA,64_67,22452120919,1110481082,612611239,433965299,-4,-4,213884003,263390598,398727236,170574701
2001,USA,68_71,33526854830,19141430506,5771840842,4477068212,-4,-4,3456739875,2970039832,2315100967,1507028380
2001,USA,72_83,47328203247,34548278504,19823156563,20390462529,-12,-12,13641366324,10866254769,6181790239,9524207760
2001,USA,84_85,312270259508,276117279409,91495004122,96860368385,-2,-2,31040686908,52210453317,60454317214,44649915068
2001,USA,86,2137609801,1535287677,1130904661,985006882,-1,-1,618136672,742310577,512767989,242696305
2001,USA,87,142637399834,56573285928,78174246661,41988492994,-1,-1,51768203610,30198815425,26406043051,11789677569
2001,USA,88_89,25176638299,46356692919,7108395397,3961429524,-2,-2,6741052670,3232974973,367342727,728454551
2001,USA,90_97,101797488938,60451098316,18820307962,15644361630,-8,-8,8757789659,10578384161,10062518303,5065977469
2001,USA,all,2319683110393,1559231183732,752891672213,571460885070,-2,-2,455075516361,327833238569,297816155852,243627646501
2002,CAN,01_05,2494225457,8414909204,1410506622,5805982830,1407328039,5495963039,-5,-5,3178583,310019791
2002,CAN,06_15,5874364910,6880968262,4404438685,2901212226,4184032054,2574459505,-10,-10,220406631,326752721
2002,CAN,16_24,6616083086,5998641035,4377747780,5249449912,4272691025,5174238779,-9,-9,105056755,75211133
2002,CAN,25_26,1561829399,2728356428,850555312,1097334157,808094378,1080851061,-2,-2,42460934,16483096
2002,CAN,2709,7762414915,11561793817,267848578,11539253195,90363123,11539253195,-1,-1,177485455,0
2002,CAN,28_38,17380247496,11351903547,12126536823,8584418230,12004378420,8430247036,-11,-11,122158403,154171194
2002,CAN,39_40,11971352373,10659363092,10079298302,9973610168,9975176720,9767400204,-2,-2,104121582,206209964
2002,CAN,41_43,1175701974,650094094,260011705,320219519,255603645,305577789,-3,-3,4408060,14641730
2002,CAN,44_49,9224291758,29526027931,7897790030,23483869400,7847711781,23279254329,-6,-6,50078249,204615071
2002,CAN,50_63,8203258181,4281399066,3596592965,3794146171,3303684803,3663398886,-14,-14,292908162,130747285
2002,CAN,64_67,1678540039,258868463,256434126,237187687,248015483,235542825,-4,-4,8418643,1644862
2002,CAN,68_71,4819565108,4886907712,3259433800,3847863923,3149773994,3785777259,-4,-4,109659806,62086664
2002,CAN,72_83,14863956285,17562390535,11270862342,14611449372,11041439688,14219993972,-12,-12,229422654,391455400
2002,CAN,84_85,67646251510,36084615945,51112345823,28710148782,47641028569,27921711481,-2,-2,3471317254,788437301
2002,CAN,86,541443633,522060015,508695542,405168355,482980747,329520477,-1,-1,25714795,75647878
2002,CAN,87,42942445663,56206597288,36642131299,54817550551,34292865493,53289222976,-1,-1,2349265806,1528327575
2002,CAN,88_89,5044601956,9030612487,2420716479,5909915626,2407587889,5872986225,-2,-2,13128590,36929401
2002,CAN,90_97,16720747977,10188880955,10734419995,8783724257,9929970818,8661302011,-8,-8,804449177,122422246
2002,CAN,all,474448055741,529713618124,338416966697,449880506628,322066765976,440761418235,-2,-2,16350200721,9119088393
2002,MEX,01_05,3162395291,1258394454,2519377311,848510016,2209357520,845331433,310019791,3178583,-5,-5
2002,MEX,06_15,5106968868,3964650950,4466609375,3392009074,4139856654,3171602443,326752721,220406631,-10,-10
2002,MEX,16_24,2799799912,3695969624,2015052235,2982765816,1939841102,2877709061,75211133,105056755,-9,-9
2002,MEX,25_26,728401460,613126398,315426980,278296238,298943884,235835304,16483096,42460934,-2,-2
2002,MEX,2709,99909448,14054733594,1491296,11939967356,1491296,11762481901,0,177485455,-1,-1
2002,MEX,28_38,10829822314,4986383035,6838324420,2124208114,6684153226,2002049711,154171194,122158403,-11,-11
2002,MEX,39_40,12605289397,3666523051,10905735431,3108537583,10699525467,3004416001,206209964,104121582,-2,-2
2002,MEX,41_43,1300304227,401992884,749146446,346442437,734504716,342034377,14641730,4408060,-3,-3
2002,MEX,44_49,5489075502,1727032887,4327961439,1414884294,4123346368,1364806045,204615071,50078249,-6,-6
2002,MEX,50_63,9950659784,10680899849,7242678215,10028746722,7111930930,9735838560,130747285,292908162,-14,-14
2002,MEX,64_67,476216965,400097959,131290246,380672203,129645384,372253560,1644862,8418643,-4,-4
2002,MEX,68_71,2488385056,3019744512,1607580077,2748161301,1545493413,2638501495,62086664,109659806,-4,-4
2002,MEX,72_83,12441622459,7488921931,9410426159,6575963954,9018970759,6346541300,391455400,229422654,-12,-12
2002,MEX,84_85,62432888893,67917768377,39231331816,61661135785,38442894515,58189818531,788437301,3471317254,-2,-2
2002,MEX,86,204080095,506563355,197806801,495246300,122158923,469531505,75647878,25714795,-1,-1
